TransactionAmount,TransactionDate,TransactionType,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,days_since_last,TransactionType_enc,Channel_enc,anomaly,anomaly_score,reasons
280.57,2023-01-27 17:35:05,Credit,Online,24,1,293.24,2024-11-04 08:10:24,17,4,647,0,2,-1,-0.0004091353690764965,['Amount is over 50% of account balance']
488.54,2023-07-03 17:47:49,Debit,Branch,132,1,7486.63,2024-11-04 08:07:26,17,0,490,1,1,1,0.1452869013164133,[]
3.3,2023-03-27 16:42:16,Credit,Branch,131,1,11385.37,2024-11-04 08:10:11,16,0,588,0,1,1,0.06807930203621504,[]
199.39,2023-08-21 16:16:22,Debit,Branch,165,1,7264.79,2024-11-04 08:09:06,16,0,441,1,1,1,0.15487359340036083,[]
20.36,2023-07-24 17:02:18,Debit,Branch,75,1,2762.48,2024-11-04 08:11:15,17,0,469,1,1,1,0.15618300273474084,[]
113.64,2023-10-24 17:09:41,Debit,Online,32,1,6675.03,2024-11-04 08:07:55,17,1,377,1,2,1,0.11364229112797397,[]
493.11,2023-07-31 16:25:26,Debit,Branch,236,1,7432.99,2024-11-04 08:08:01,16,0,462,1,1,1,0.12736841179553626,[]
307.41,2023-06-12 17:32:52,Debit,ATM,14,1,1057.0,2024-11-04 08:09:48,17,0,511,1,0,1,0.10447333435707129,[]
11.18,2023-11-30 16:52:42,Debit,Online,161,1,5956.89,2024-11-04 08:10:20,16,3,340,1,2,1,0.0905274136968533,[]
313.82,2023-11-15 18:57:38,Debit,Branch,151,1,7261.59,2024-11-04 08:08:42,18,2,355,1,1,1,0.09190643229205175,[]
51.0,2023-01-30 16:00:38,Debit,Branch,107,1,4943.16,2024-11-04 08:08:23,16,0,644,1,1,1,0.13120397067131218,[]
140.98,2023-05-25 16:34:22,Debit,Branch,100,1,8127.48,2024-11-04 08:12:13,16,3,529,1,1,1,0.14066660610445958,[]
288.04,2023-08-24 16:47:21,Debit,ATM,63,1,1748.02,2024-11-04 08:10:00,16,3,438,1,0,1,0.13029534243502977,[]
800.55,2023-05-04 16:21:31,Debit,ATM,108,1,9660.22,2024-11-04 08:06:49,16,3,550,1,0,1,0.08250508863254169,[]
485.54,2023-02-06 17:46:59,Debit,ATM,143,1,6371.51,2024-11-04 08:11:46,17,0,637,1,0,1,0.10134085526629644,[]
521.15,2023-02-17 18:16:05,Debit,ATM,214,1,9442.47,2024-11-04 08:07:31,18,4,626,1,0,1,0.018337415366737386,[]
321.79,2023-08-07 17:30:33,Credit,ATM,61,1,5959.2,2024-11-04 08:10:01,17,0,455,0,0,1,0.06900864172663046,[]
304.93,2023-02-24 16:23:22,Debit,ATM,158,1,13531.22,2024-11-04 08:08:15,16,4,619,1,0,1,0.035671167384088154,[]
432.08,2023-07-31 16:04:55,Debit,ATM,145,1,11500.62,2024-11-04 08:11:46,16,0,462,1,0,1,0.1039504251130437,[]
694.2,2023-12-07 16:20:08,Debit,ATM,72,1,1389.37,2024-11-04 08:07:23,16,3,333,1,0,1,0.0756468069351055,[]
116.86,2023-03-20 18:28:48,Debit,ATM,171,1,6706.56,2024-11-04 08:12:15,18,0,595,1,0,1,0.09768702529414958,[]
386.81,2023-03-03 18:02:52,Credit,Online,149,1,7175.29,2024-11-04 08:10:50,18,4,612,0,2,1,0.005482325911468355,[]
74.88,2023-05-24 16:25:50,Debit,ATM,202,1,420.67,2024-11-04 08:07:46,16,2,530,1,0,1,0.1230976832129494,[]
195.76,2023-05-22 16:17:19,Debit,Branch,99,1,7323.53,2024-11-04 08:09:48,16,0,532,1,1,1,0.1601156173560634,[]
134.7,2023-08-21 16:03:18,Debit,ATM,106,1,8395.85,2024-11-04 08:11:07,16,0,441,1,0,1,0.13800454085732355,[]
890.24,2023-07-07 18:03:43,Credit,Online,161,1,5140.93,2024-11-04 08:07:32,18,4,486,0,2,-1,-0.016794562544411362,['Unusually large amount ($890.24)']
361.27,2023-01-06 17:01:53,Debit,ATM,180,1,7945.57,2024-11-04 08:10:07,17,4,668,1,0,1,0.06084788145994047,[]
131.56,2023-10-19 16:42:37,Debit,Branch,42,1,5873.54,2024-11-04 08:07:12,16,3,382,1,1,1,0.13571995160956363,[]
485.51,2023-11-28 16:49:27,Credit,Online,37,1,3074.45,2024-11-04 08:08:02,16,1,342,0,2,1,0.06375044974282962,[]
547.87,2023-07-10 17:15:27,Debit,ATM,131,1,6155.76,2024-11-04 08:10:31,17,0,483,1,0,1,0.12991023502248333,[]
457.3,2023-06-26 18:25:21,Debit,Online,15,1,8318.29,2024-11-04 08:07:53,18,0,497,1,2,1,0.04320620702155065,[]
506.24,2023-01-13 16:44:26,Debit,ATM,64,1,230.09,2024-11-04 08:11:40,16,4,661,1,0,1,0.056911060287987314,[]
486.59,2023-12-19 16:55:17,Debit,Branch,119,1,2513.56,2024-11-04 08:10:02,16,1,321,1,1,1,0.11190738172617093,[]
163.68,2023-09-28 16:20:57,Debit,Branch,292,1,10090.05,2024-11-04 08:11:01,16,3,403,1,1,1,0.06665876901793433,[]
581.65,2023-01-09 16:54:58,Debit,ATM,176,1,480.19,2024-11-04 08:09:39,16,0,665,1,0,1,0.06136585434659991,[]
52.01,2023-11-07 16:46:04,Debit,ATM,85,1,1120.88,2024-11-04 08:11:27,16,1,363,1,0,1,0.13079439029748668,[]
630.24,2023-11-29 18:10:30,Debit,ATM,62,1,370.81,2024-11-04 08:11:52,18,2,341,1,0,1,0.05286269794974818,[]
523.74,2023-11-02 16:36:37,Debit,ATM,159,1,13498.55,2024-11-04 08:06:52,16,3,368,1,0,1,0.05547092178419755,[]
705.6,2023-02-20 18:41:43,Debit,Branch,124,3,14804.7,2024-11-04 08:09:04,18,0,623,1,1,-1,-0.04889124529719002,['High login attempts (3)']
217.5,2023-10-23 18:54:48,Credit,Branch,35,1,3057.4,2024-11-04 08:06:58,18,0,378,0,1,1,0.043017890120662594,[]
91.48,2023-01-23 16:50:31,Debit,ATM,141,1,14942.78,2024-11-04 08:09:17,16,0,651,1,0,1,0.0451089675889369,[]
5.25,2023-11-13 18:26:24,Debit,ATM,49,1,14143.32,2024-11-04 08:12:22,18,0,357,1,0,1,0.028306975132196044,[]
54.03,2023-09-19 17:16:46,Credit,ATM,161,1,6736.3,2024-11-04 08:07:36,17,1,412,0,0,1,0.059073680575082,[]
736.73,2023-11-27 16:05:27,Debit,Branch,10,1,3313.07,2024-11-04 08:10:54,16,0,343,1,1,1,0.08529535093904261,[]
368.91,2023-03-10 17:49:57,Debit,Branch,14,1,829.71,2024-11-04 08:10:28,17,4,605,1,1,1,0.053521935848303115,[]
33.06,2023-01-17 16:03:41,Credit,Online,170,1,1540.87,2024-11-04 08:06:43,16,1,657,0,2,1,0.05232050384172515,[]
66.5,2023-05-04 16:44:56,Credit,Online,144,1,6820.23,2024-11-04 08:08:06,16,3,550,0,2,1,0.06552617494765611,[]
177.08,2023-01-06 17:16:44,Debit,Online,85,1,13475.14,2024-11-04 08:12:21,17,4,668,1,2,1,0.034470008840484234,[]
588.54,2023-02-06 17:57:28,Debit,Branch,130,1,714.45,2024-11-04 08:10:37,17,0,637,1,1,1,0.10495176612269863,[]
173.5,2023-10-23 17:16:20,Debit,ATM,282,1,1306.91,2024-11-04 08:11:52,17,0,378,1,0,1,0.0871595585093875,[]
78.33,2023-07-31 16:13:12,Credit,Online,189,1,7255.33,2024-11-04 08:08:18,16,0,462,0,2,1,0.0834086882904242,[]
40.66,2024-01-01 16:08:49,Debit,Branch,156,1,1153.84,2024-11-04 08:11:28,16,0,308,1,1,1,0.10979051951718061,[]
97.22,2023-02-20 17:30:19,Credit,Branch,55,1,6647.73,2024-11-04 08:11:17,17,0,623,0,1,1,0.09010985808387556,[]
34.07,2023-11-06 17:22:58,Debit,Branch,81,1,8709.77,2024-11-04 08:07:21,17,0,364,1,1,1,0.13323939890720232,[]
492.06,2023-10-19 16:14:15,Debit,Online,74,1,857.9,2024-11-04 08:09:56,16,3,382,1,2,1,0.09801938466514276,[]
842.01,2023-09-12 16:43:27,Credit,Online,185,1,509.45,2024-11-04 08:08:33,16,1,419,0,2,1,0.022135745528292006,[]
73.55,2023-01-09 16:09:48,Debit,ATM,158,1,2812.06,2024-11-04 08:11:21,16,0,665,1,0,1,0.10341522335502812,[]
760.53,2023-09-04 18:13:25,Debit,Online,118,1,6179.91,2024-11-04 08:09:35,18,0,427,1,2,1,0.06343655823771688,[]
273.08,2023-01-30 16:09:08,Credit,Branch,134,1,6609.3,2024-11-04 08:07:57,16,0,644,0,1,1,0.08647552030691497,[]
371.69,2023-12-22 16:27:49,Debit,Branch,143,1,3484.32,2024-11-04 08:09:59,16,4,318,1,1,1,0.07624996375906157,[]
218.96,2023-08-30 16:11:47,Debit,ATM,13,1,754.21,2024-11-04 08:10:35,16,2,432,1,0,1,0.12136931080074842,[]
227.39,2023-12-25 16:58:19,Debit,Online,65,1,751.09,2024-11-04 08:11:36,16,0,315,1,2,1,0.09744729424256765,[]
237.99,2023-05-08 16:45:11,Credit,Branch,86,1,8510.09,2024-11-04 08:11:36,16,0,546,0,1,1,0.09644620296709994,[]
186.6,2023-07-04 16:27:23,Debit,Online,13,1,1508.72,2024-11-04 08:06:24,16,1,489,1,2,1,0.12004769206423926,[]
341.15,2023-02-13 17:18:15,Debit,Online,148,1,511.37,2024-11-04 08:10:09,17,0,630,1,2,1,0.10061557061325771,[]
434.58,2023-09-06 16:28:38,Debit,ATM,215,1,12648.32,2024-11-04 08:08:15,16,2,425,1,0,1,0.07163713555666729,[]
312.88,2023-05-26 18:12:50,Credit,Branch,44,1,233.21,2024-11-04 08:07:23,18,4,528,0,1,1,0.020167453182797335,[]
75.15,2023-09-18 17:31:23,Debit,ATM,154,1,1092.92,2024-11-04 08:11:00,17,0,413,1,0,1,0.14170031041888964,[]
23.3,2023-08-14 18:13:38,Debit,ATM,161,1,6711.15,2024-11-04 08:08:06,18,0,448,1,0,1,0.10503322792462966,[]
47.38,2023-02-08 18:18:07,Credit,Online,61,1,459.37,2024-11-04 08:07:05,18,2,635,0,2,1,0.01002502361317259,[]
512.81,2023-07-19 16:57:01,Debit,Branch,30,1,6994.34,2024-11-04 08:11:58,16,2,474,1,1,1,0.12126516945913957,[]
488.15,2023-07-31 16:01:00,Debit,Branch,168,1,7071.09,2024-11-04 08:11:13,16,0,462,1,1,1,0.1453972489129533,[]
12.82,2023-04-05 18:37:10,Debit,ATM,156,1,9045.19,2024-11-04 08:08:25,18,2,579,1,0,1,0.06865817931455809,[]
66.9,2023-04-17 16:50:45,Credit,Online,129,4,5238.71,2024-11-04 08:10:39,16,0,567,0,2,-1,-0.009202810202176837,['High login attempts (4)']
535.91,2023-07-07 16:38:12,Debit,Online,22,1,9642.12,2024-11-04 08:10:49,16,4,486,1,2,1,0.06306465854117516,[]
270.72,2023-07-03 18:01:00,Credit,Online,53,1,6263.96,2024-11-04 08:11:05,18,0,490,0,2,1,0.05359894651473851,[]
97.98,2023-02-06 16:09:48,Debit,Branch,18,1,7460.33,2024-11-04 08:08:43,16,0,637,1,1,1,0.10560443762930449,[]
196.08,2023-08-25 16:52:28,Debit,Online,98,1,4233.82,2024-11-04 08:06:31,16,4,437,1,2,1,0.100978494207553,[]
251.18,2023-06-01 16:51:11,Debit,ATM,246,1,8303.9,2024-11-04 08:07:55,16,3,522,1,0,1,0.10044879303939208,[]
44.52,2023-03-28 18:30:25,Debit,Online,205,1,314.28,2024-11-04 08:10:28,18,1,587,1,2,1,0.05630428648519037,[]
178.87,2023-05-23 16:03:54,Debit,Online,180,1,5241.23,2024-11-04 08:10:16,16,1,531,1,2,1,0.1273264857952805,[]
1176.28,2023-12-20 16:08:02,Credit,ATM,174,5,323.69,2024-11-04 08:11:44,16,2,320,0,0,-1,-0.11366161256899077,"['High login attempts (5)', 'Unusually large amount ($1176.28)', 'Amount is over 50% of account balance']"
386.68,2023-10-31 16:48:01,Debit,Branch,128,1,6863.06,2024-11-04 08:06:28,16,1,370,1,1,1,0.14023826587129018,[]
167.14,2023-04-24 18:33:29,Debit,Online,20,1,3877.73,2024-11-04 08:06:26,18,0,560,1,2,1,0.07417711414864825,[]
345.22,2023-09-05 16:55:47,Debit,Branch,253,1,4046.58,2024-11-04 08:07:36,16,1,426,1,1,1,0.11633648980362704,[]
74.85,2023-12-25 17:19:08,Debit,ATM,117,1,2409.73,2024-11-04 08:11:49,17,0,315,1,0,1,0.1102418046390562,[]
671.73,2023-10-16 16:15:54,Debit,Branch,54,1,5211.88,2024-11-04 08:12:04,16,0,385,1,1,1,0.11908233946748648,[]
255.04,2023-11-23 16:15:59,Debit,ATM,152,1,6217.86,2024-11-04 08:11:38,16,3,347,1,0,1,0.11607046534532173,[]
45.77,2023-02-09 17:50:23,Debit,Online,109,1,5978.12,2024-11-04 08:08:01,17,3,634,1,2,1,0.10836384787727599,[]
329.69,2023-01-09 16:54:30,Credit,Online,66,1,1671.66,2024-11-04 08:09:49,16,0,665,0,2,1,0.0635851219587662,[]
362.04,2023-07-10 16:37:11,Credit,Branch,198,2,8421.88,2024-11-04 08:08:47,16,0,483,0,1,1,0.03666642249763208,[]
11.92,2023-10-09 17:48:55,Debit,Branch,52,1,14611.9,2024-11-04 08:11:22,17,0,392,1,1,1,0.0682703622909554,[]
47.42,2023-12-19 16:46:08,Debit,ATM,28,1,8253.52,2024-11-04 08:08:56,16,1,321,1,0,1,0.08763539225123068,[]
35.99,2023-01-19 16:14:12,Debit,Branch,129,1,4489.79,2024-11-04 08:09:17,16,3,655,1,1,1,0.11169481651259938,[]
151.19,2023-05-05 16:04:36,Credit,Branch,96,1,11903.82,2024-11-04 08:11:16,16,4,549,0,1,1,0.04380982509450004,[]
242.62,2023-07-10 16:40:15,Credit,Online,234,1,483.02,2024-11-04 08:07:09,16,0,483,0,2,1,0.05571707230143841,[]
48.72,2023-09-29 18:54:28,Debit,Branch,17,1,816.08,2024-11-04 08:07:27,18,4,402,1,1,1,0.054756634015334926,[]
43.46,2023-07-21 17:02:42,Debit,ATM,80,1,578.06,2024-11-04 08:10:45,17,4,472,1,0,1,0.0983425678011427,[]
1036.21,2023-07-21 18:54:14,Debit,Online,126,1,477.3,2024-11-04 08:12:22,18,4,472,1,2,-1,-0.012748371937534753,"['Unusually large amount ($1036.21)', 'Amount is over 50% of account balance']"
443.79,2023-10-09 18:28:04,Debit,ATM,87,1,3133.85,2024-11-04 08:11:16,18,0,392,1,0,1,0.10334769804525384,[]
365.14,2023-12-01 18:46:28,Debit,Online,57,1,5894.09,2024-11-04 08:07:25,18,4,339,1,2,1,0.04142980223455506,[]
757.41,2023-05-05 16:31:53,Debit,ATM,37,1,9532.42,2024-11-04 08:09:03,16,4,549,1,0,1,0.06207712448250158,[]
20.54,2023-08-21 18:09:24,Debit,Branch,72,1,5327.03,2024-11-04 08:07:28,18,0,441,1,1,1,0.12217331202452913,[]
475.36,2023-10-02 16:03:09,Debit,ATM,105,1,2000.6,2024-11-04 08:06:59,16,0,399,1,0,1,0.14558518424796735,[]
34.74,2023-06-26 16:40:21,Debit,ATM,24,1,6827.57,2024-11-04 08:11:03,16,0,497,1,0,1,0.13211364875040055,[]
689.54,2023-03-06 16:46:57,Debit,Branch,93,1,1633.76,2024-11-04 08:08:53,16,0,609,1,1,1,0.11714864782349177,[]
211.18,2023-10-16 16:09:47,Debit,ATM,90,1,4069.17,2024-11-04 08:11:50,16,0,385,1,0,1,0.15170811683806829,[]
211.36,2023-11-21 16:23:41,Credit,Branch,286,1,7943.47,2024-11-04 08:11:10,16,1,349,0,1,1,0.04032463371091921,[]
744.41,2023-07-31 16:35:59,Credit,Online,107,1,8842.47,2024-11-04 08:11:27,16,0,462,0,2,1,0.05067121506613015,[]
61.43,2023-06-29 16:16:37,Debit,Online,170,1,1882.77,2024-11-04 08:08:18,16,3,494,1,2,1,0.11480576262152292,[]
167.44,2023-09-25 16:11:18,Debit,Branch,82,1,12526.71,2024-11-04 08:10:49,16,0,406,1,1,1,0.11372103272216405,[]
361.46,2023-04-07 17:23:05,Debit,Online,83,1,4737.84,2024-11-04 08:10:42,17,4,577,1,2,1,0.10171961651268085,[]
378.85,2023-06-16 17:21:15,Debit,Branch,126,1,2300.53,2024-11-04 08:09:07,17,4,507,1,1,1,0.11797185847316094,[]
241.11,2023-06-16 16:41:23,Debit,Branch,55,1,12385.05,2024-11-04 08:10:49,16,4,507,1,1,1,0.0911149139034651,[]
131.93,2023-09-11 17:31:10,Credit,Branch,13,1,4547.06,2024-11-04 08:06:50,17,0,420,0,1,1,0.0745644010076304,[]
20.28,2023-07-19 17:42:38,Debit,Online,213,1,2047.83,2024-11-04 08:10:02,17,2,474,1,2,1,0.10482607189562965,[]
415.88,2023-04-27 17:30:16,Debit,Branch,170,1,10008.33,2024-11-04 08:08:01,17,3,557,1,1,1,0.1082062355349045,[]
49.99,2023-02-09 17:53:59,Debit,ATM,139,1,2299.64,2024-11-04 08:08:15,17,3,634,1,0,1,0.1119753958347468,[]
1221.65,2023-09-27 16:55:35,Debit,Online,153,1,243.92,2024-11-04 08:10:41,16,2,404,1,2,1,0.018168535769230942,[]
100.66,2023-06-16 18:58:50,Debit,Branch,144,1,14473.33,2024-11-04 08:11:54,18,4,507,1,1,1,0.01892175315833755,[]
485.54,2023-12-08 16:47:48,Debit,Online,148,1,1533.32,2024-11-04 08:11:09,16,4,332,1,2,1,0.05874837127954158,[]
321.15,2023-02-10 17:06:40,Debit,Branch,179,1,7005.05,2024-11-04 08:06:33,17,4,633,1,1,1,0.08919927034216768,[]
711.3,2023-06-26 18:57:37,Debit,Branch,51,1,955.4,2024-11-04 08:09:32,18,0,497,1,1,1,0.08732501845659307,[]
12.23,2023-10-12 16:02:13,Debit,ATM,139,1,7844.88,2024-11-04 08:07:29,16,3,389,1,0,1,0.12215329858466495,[]
350.94,2023-10-30 17:17:51,Debit,ATM,64,1,221.56,2024-11-04 08:10:35,17,0,371,1,0,1,0.11654801100916756,[]
301.85,2023-04-18 17:43:50,Debit,Online,25,1,6586.19,2024-11-04 08:10:05,17,1,566,1,2,1,0.09487432125523332,[]
29.34,2023-03-09 17:37:08,Debit,Online,30,1,3944.82,2024-11-04 08:11:42,17,3,606,1,2,1,0.09404570010032631,[]
231.71,2023-04-24 17:01:08,Debit,Branch,148,1,1127.98,2024-11-04 08:07:02,17,0,560,1,1,1,0.14507364677624945,[]
179.43,2023-08-11 18:20:48,Debit,ATM,244,1,2626.63,2024-11-04 08:10:00,18,4,451,1,0,1,0.049382731231590316,[]
36.71,2023-01-30 17:11:53,Debit,Branch,55,1,6459.38,2024-11-04 08:11:44,17,0,644,1,1,1,0.12171560404335674,[]
138.12,2023-04-11 17:18:50,Credit,Branch,281,1,1649.69,2024-11-04 08:11:23,17,1,573,0,1,1,0.045006169905230986,[]
233.24,2023-04-17 16:56:06,Debit,ATM,72,1,6939.23,2024-11-04 08:07:39,16,0,567,1,0,1,0.14615229176047723,[]
609.14,2023-11-23 16:09:39,Debit,ATM,177,1,9033.87,2024-11-04 08:11:33,16,3,347,1,0,1,0.07174387125138704,[]
436.64,2023-12-25 17:46:24,Debit,Branch,111,1,14365.18,2024-11-04 08:08:23,17,0,315,1,1,1,0.0576426170939347,[]
870.43,2023-05-31 16:54:20,Debit,Branch,55,1,10115.18,2024-11-04 08:07:52,16,2,523,1,1,1,0.07887042813744805,[]
354.4,2023-11-06 17:23:08,Debit,ATM,128,1,7358.65,2024-11-04 08:10:00,17,0,364,1,0,1,0.1319809084739227,[]
22.63,2023-02-20 17:28:15,Debit,Online,112,1,4438.03,2024-11-04 08:10:56,17,0,623,1,2,1,0.12473359922413507,[]
182.19,2023-06-19 16:36:25,Debit,Branch,53,1,1176.1,2024-11-04 08:06:27,16,0,504,1,1,1,0.15787336285102926,[]
126.81,2023-10-30 16:58:01,Debit,Branch,290,1,5427.98,2024-11-04 08:12:22,16,0,371,1,1,1,0.09921528534199808,[]
288.17,2023-09-08 16:48:51,Debit,Online,50,1,3653.11,2024-11-04 08:10:16,16,4,423,1,2,1,0.09398281992519825,[]
118.77,2023-10-02 17:44:05,Debit,Branch,123,1,2104.82,2024-11-04 08:10:29,17,0,399,1,1,1,0.15554091366241446,[]
651.82,2023-04-14 17:59:43,Debit,ATM,166,1,1802.77,2024-11-04 08:07:02,17,4,570,1,0,1,0.08568294822050493,[]
66.65,2023-10-17 16:58:59,Debit,ATM,33,1,3559.96,2024-11-04 08:11:00,16,1,384,1,0,1,0.13470479267925412,[]
98.53,2023-01-16 16:31:48,Debit,Branch,166,1,3564.8,2024-11-04 08:11:19,16,0,658,1,1,1,0.12557960458188228,[]
138.95,2023-06-02 16:48:43,Debit,Online,30,1,6752.92,2024-11-04 08:08:37,16,4,521,1,2,1,0.09093740926511379,[]
33.89,2023-11-10 16:10:34,Debit,Branch,177,1,1444.75,2024-11-04 08:11:36,16,4,360,1,1,1,0.08907714570810199,[]
23.71,2023-09-18 16:04:52,Debit,Branch,164,1,10788.89,2024-11-04 08:09:16,16,0,413,1,1,1,0.12712372175865916,[]
1830.0,2023-03-01 16:31:58,Debit,Online,238,1,2235.7,2024-11-04 08:11:59,16,2,614,1,2,-1,-0.005851582273075917,"['Unusually large amount ($1830.00)', 'Amount is over 50% of account balance']"
26.06,2023-12-21 17:01:24,Debit,ATM,283,1,12893.63,2024-11-04 08:12:00,17,3,319,1,0,1,0.0028087932213809452,[]
17.07,2023-05-01 17:17:12,Debit,Branch,44,1,2798.15,2024-11-04 08:11:25,17,0,553,1,1,1,0.13904971394614363,[]
703.89,2023-09-22 16:42:15,Debit,Online,62,1,3583.67,2024-11-04 08:06:44,16,4,409,1,2,1,0.05847336125852609,[]
1271.9,2023-08-28 16:43:15,Debit,ATM,155,1,2120.8,2024-11-04 08:09:27,16,0,434,1,0,1,0.05091951141971118,[]
26.55,2023-09-20 17:25:26,Debit,ATM,228,1,3085.38,2024-11-04 08:07:23,17,2,411,1,0,1,0.11439068462209862,[]
147.4,2023-06-09 16:10:51,Debit,Branch,259,1,6797.71,2024-11-04 08:07:18,16,4,514,1,1,1,0.08203897388101589,[]
202.11,2023-03-30 16:09:26,Debit,ATM,18,1,746.47,2024-11-04 08:10:01,16,3,585,1,0,1,0.10273668396699348,[]
308.42,2023-05-02 16:14:22,Debit,Branch,39,1,5427.81,2024-11-04 08:06:34,16,1,552,1,1,1,0.14155125586957557,[]
11.18,2023-02-27 16:39:28,Debit,ATM,144,1,7467.3,2024-11-04 08:10:57,16,0,616,1,0,1,0.11949674710695424,[]
294.15,2023-02-02 16:19:31,Debit,Online,136,1,6362.16,2024-11-04 08:07:20,16,3,641,1,2,1,0.10659313238174845,[]
29.58,2023-10-30 17:54:19,Debit,Branch,121,1,8345.26,2024-11-04 08:11:01,17,0,371,1,1,1,0.1400514840686859,[]
139.45,2023-07-10 16:43:05,Debit,Online,31,1,1305.76,2024-11-04 08:10:08,16,0,483,1,2,1,0.13216030227721232,[]
432.63,2023-06-30 17:10:38,Debit,ATM,137,1,13648.36,2024-11-04 08:10:24,17,4,493,1,0,1,0.05662226561939665,[]
131.43,2023-02-01 18:47:20,Debit,Online,65,1,1337.5,2024-11-04 08:12:12,18,2,642,1,2,1,0.06731320334344948,[]
516.72,2023-10-09 18:43:04,Debit,ATM,128,1,2015.69,2024-11-04 08:11:35,18,0,392,1,0,1,0.09618757260075178,[]
121.82,2023-02-07 17:20:24,Debit,Online,123,3,8354.54,2024-11-04 08:08:07,17,1,636,1,2,1,0.030591991238998584,[]
374.5,2023-07-24 16:45:31,Credit,Branch,178,1,1671.51,2024-11-04 08:08:37,16,0,469,0,1,1,0.09642811458745065,[]
166.13,2023-09-06 17:01:50,Debit,ATM,227,1,11822.53,2024-11-04 08:12:08,17,2,425,1,0,1,0.07867659299145069,[]
626.9,2023-10-10 16:42:09,Debit,ATM,146,1,587.11,2024-11-04 08:11:30,16,1,391,1,0,1,0.1093662567344269,[]
466.85,2023-07-17 16:57:14,Debit,Branch,165,1,5422.53,2024-11-04 08:09:35,16,0,476,1,1,1,0.1461031603547553,[]
788.84,2023-05-17 17:00:34,Debit,Online,231,1,1913.73,2024-11-04 08:09:42,17,2,537,1,2,1,0.06850958167215782,[]
873.65,2023-03-23 16:38:40,Credit,Online,59,1,12139.83,2024-11-04 08:09:57,16,3,592,0,2,-1,-0.017328460281275104,['Statistical outlier across multiple factors']
525.28,2023-04-03 16:37:24,Debit,ATM,134,1,4693.6,2024-11-04 08:09:39,16,0,581,1,0,1,0.1285473413904396,[]
110.17,2023-09-07 16:08:12,Debit,ATM,137,1,464.2,2024-11-04 08:12:11,16,3,424,1,0,1,0.12633325276749285,[]
632.69,2023-09-12 16:28:38,Debit,ATM,76,1,4363.74,2024-11-04 08:09:26,16,1,419,1,0,1,0.12246963048156184,[]
124.35,2023-12-08 16:39:15,Debit,ATM,90,1,3319.76,2024-11-04 08:11:35,16,4,332,1,0,1,0.08308373475822578,[]
43.85,2023-03-13 16:25:34,Debit,ATM,122,1,4356.98,2024-11-04 08:07:18,16,0,602,1,0,1,0.1395017966032056,[]
283.81,2023-03-09 16:31:54,Debit,Branch,29,1,1519.35,2024-11-04 08:10:46,16,3,606,1,1,1,0.11212664173282888,[]
168.53,2023-06-14 16:30:42,Debit,ATM,112,1,5962.58,2024-11-04 08:12:09,16,2,509,1,0,1,0.14932613931441435,[]
218.59,2023-11-27 16:43:28,Credit,Branch,123,1,6699.23,2024-11-04 08:07:12,16,0,343,0,1,1,0.0941816781002296,[]
132.84,2023-08-21 16:28:17,Debit,ATM,143,1,822.73,2024-11-04 08:08:40,16,0,441,1,0,1,0.14413802535859105,[]
157.37,2023-11-15 16:54:44,Credit,Branch,289,1,13964.31,2024-11-04 08:10:30,16,2,355,0,1,1,0.004040913705404159,[]
144.77,2023-07-17 16:48:23,Debit,Online,159,1,867.32,2024-11-04 08:10:54,16,0,476,1,2,1,0.1359713978546649,[]
643.22,2023-05-03 17:04:32,Debit,ATM,93,1,1035.86,2024-11-04 08:07:46,17,2,551,1,0,1,0.11063656486870771,[]
1392.54,2023-11-20 16:51:14,Debit,Branch,297,1,13347.69,2024-11-04 08:09:15,16,0,350,1,1,-1,-0.03297713459198526,"['Unusually large amount ($1392.54)', 'Unusually long transaction duration']"
208.07,2023-07-10 16:51:12,Debit,Online,36,1,8478.9,2024-11-04 08:11:43,16,0,483,1,2,1,0.12493189252717724,[]
94.3,2023-12-25 17:53:56,Debit,Branch,57,1,11088.95,2024-11-04 08:08:14,17,0,315,1,1,1,0.08273546540992277,[]
295.5,2023-11-23 18:00:00,Debit,ATM,36,1,6280.66,2024-11-04 08:07:08,18,3,347,1,0,1,0.05982552383876982,[]
30.23,2023-11-06 17:53:25,Debit,ATM,99,1,481.13,2024-11-04 08:12:06,17,0,364,1,0,1,0.12167242031416481,[]
112.05,2023-10-26 16:16:12,Credit,ATM,159,1,1122.88,2024-11-04 08:08:31,16,3,375,0,0,1,0.04312911750642401,[]
180.24,2023-07-03 17:03:48,Debit,Branch,144,1,8431.23,2024-11-04 08:09:17,17,0,490,1,1,1,0.1472055987487363,[]
13.71,2023-05-30 17:54:22,Credit,Online,148,1,8342.79,2024-11-04 08:11:17,17,1,524,0,2,1,0.07027705257004702,[]
96.54,2023-03-13 17:26:17,Debit,Branch,95,1,7182.22,2024-11-04 08:10:31,17,0,602,1,1,1,0.14762713049956494,[]
79.35,2023-05-29 17:02:32,Debit,Online,70,1,1692.15,2024-11-04 08:09:48,17,0,525,1,2,1,0.144861816640526,[]
101.04,2023-07-10 18:16:07,Debit,ATM,160,1,1695.57,2024-11-04 08:06:43,18,0,483,1,0,1,0.1046992289708571,[]
